title,content
"European airlines say sustainable fuel targets may mean higher fares, consolidation","European airline chiefs said on Thursday the industry needs to make more money and may consolidate further to pay for sustainability targets, a trend likely to lead to higher fares for passengers on top of rising demand for air travel.

The head of British Airways parent IAG told reporters at a CEO roundtable that there was a more than a 90% risk that the industry would not meet a European Union mandate for the availability of sustainable aviation fuel (SAF) in 2025.

The European Union has adopted rules requiring flights departing from EU airports to carry a progressively increasing amount of SAF, starting with 2% of total fuel in 2025.

Gallego said Europe's tougher rules, compared to other regions, risked making its fragmented industry less competitive, putting pressure on airlines to continue a recent wave of partnerships.

""The problem we have in Europe is we have a small group or a small airline competing in a global war with mandates of sustainability that are ahead of others. We are not going to be competitive,"" Gallego said.

""So we need to consolidate the industry, you know, in order to afford all these, for example, sustainability ambitions that we have. And that's the reason why we are trying to be bigger, more efficient, and to develop better platforms for our customers.""

Speaking to Reuters on the sidelines of the Brussels event, Ryanair Chief Executive Michael O'Leary forecast more consolidation with IAG best placed to buy Portugal's TAP ahead of rivals Air France-KLM and Lufthansa.

He expressed surprise that Air France-KLM had bought a stake in Scandinavian SAS.

He also reiterated predictions that low-cost rivals Wizz Air and easyJet would fall to consolidation, with easyJet snapped up by IAG or Air France-KLM, or both, and Wizz Air getting bought by Lufthansa or a Middle Eastern buyer.

""Riyadh (Air) have lots of plans, but they have no access to aircraft,"" he said.

The comments drew a frosty response from easyJet. Other carriers were not immediately available for comment.

""Millions of consumers in Europe will be relieved to hear there is no realistic prospect of Ryanair becoming the only low cost airline in Europe,"" an easyJet spokesperson said."
EasyJet ‘cannot say’ when Israel flights will resume,"EasyJet hopes to resume flights to and from Israel “as soon as possible” but “cannot say” when it will happen, chief executive Johan Lundgren said.

The airline suspended its Tel Aviv operations after Hamas’s attack on Saturday.

Flights have been suspended until at least October 17.

In the UK, easyJet usually serves Gatwick, Luton and Manchester airports from Israel.

EasyJet boss Johan Lundgren
EasyJet boss Johan Lundgren said Israel is ‘an important route to have in place’ (PA)
Mr Lundgren said the carrier will “continue to evaluate this on a daily basis”.

He added: “We are making our decisions (based) on a multiple number of sources. We are engaging with probably 10 or 12 different authorities, government authorities, security experts, alongside the expertise that we have within ourselves.

“We are making then a weighted decision on what it would take for us to start up again.

“We want to start up again. We believe it’s an important route to have in place.

“But for now, when we have weighed up all the information that we have, we have decided to continue to suspend the operation.”

Mr Lundgren said “a number of things” must happen for the airline to feel “comfortable” about resuming operations to and from Israel.

Rockets are fired toward Israel from the Gaza Strip on Wednesday
Rockets are fired toward Israel from the Gaza Strip on Wednesday (Fatima Shbair/AP)
He added: “That is obviously something that we want to do as soon as possible but we cannot say now when that is.”

Mr Lundgren said the airline has not seen a reduction in demand for flights to other countries in the region, such as Egypt and Turkey.

He said: “I think that this is very much a specific issue locally from the demand point of view.”

On Wednesday, British Airways and Virgin Atlantic became the latest airlines to suspend flights between the UK and Israel.

British Airways flight BA165 returned to Heathrow after nearly reaching Tel Aviv before the decision was made.

There were reports Palestinian militant group Hamas fired multiple rockets towards Ben Gurion Airport.

Health Secretary Steve Barclay, when asked if there will be Government-sanctioned flights to bring back UK citizens, told Good Morning Britain: “At the moment there are still commercial flights but of course the Foreign Office keeps these issues under review.”"
Airline Vueling faces Italy antitrust probe on hand luggage fees,"Spanish low-cost airline Vueling is facing an antitrust investigation in Italy over hand luggage fees and online profiling, the Italian Competition Authority (AGCM) said on Wednesday.

According to the regulator, the carrier does not provide clear information to customers that the price for hand luggage varies depending on whether tickets are bought via its website or via its mobile app.

In addition, ""it would seem that the device used by the consumer is also used as a parameter to proceed with customer profiling in such a way as to differentiate the purchase price of the ticket,"" the AGCM said in a statement.

Such practices, if proven, could damage consumers by offering them ""incomplete, non-transparent and omissive information"" on how Vueling sets prices for luggage, the authority said.

Vueling said in a statement that its ""baggage pricing policy is transparent and complies with the regulations"", it ""does not distinguish between devices, nor between web or app channels"" and is properly advertised ""throughout the purchase process"".

It added that it would ""work closely"" with Italian authorities ""to provide all the necessary information and clarify any doubts"".

The Barcelona-based airline is part of the International Airlines Group (IAG), which also owns British Airways, Iberia and Aer Lingus, among others.

In August, Spain's Ministry of Consumer Affairs said it had opened an investigation into Vueling and other low-cost airlines over hand luggage and other fees, which result in the price most consumers pay being higher than initially advertised."
Oil price leaps and airline shares fall after Hamas attack on Israel,"Oil and gas prices rose on Monday and airline shares fell amid widespread flight cancellations as markets reacted to the surprise attack on Israel by the militant group Hamas.

Investors appeared to be pricing in the prospect of more instability in the Middle East, given the warning from the Israeli prime minister, Benjamin Netanyahu, that his country was embarking on a “long and difficult war”. The death toll has passed 1,100 since fighting started on Saturday and is rising.

Related: Oil price jumps and airline shares fall as Hamas attack on Israel rattles markets – business live

Although Israel does not produce oil, concerns are growing that the conflict could exacerbate uncertainty in the region and affect the major producers Iran and Saudi Arabia. There could be further sanctions for Iran if it emerges that it aided Hamas in the attack. The conflict may also derail a deal normalising relations between Israel and Saudi Arabia that reports had suggested could have led to the latter increasing its oil output.

Oil prices jumped by 4% by the time markets closed in London, with futures prices for Brent crude oil, the North Sea benchmark, at $88 (£72), recovering some of the losses of the previous week.

Gas prices also rose after Israel’s energy ministry ordered the shutdown of the Tamar natural gas field off the country’s coast. News of the shutdown pushed the European month-ahead gas benchmark up as much as 14.1% to €43.62 per megawatt hour. The UK day-ahead gas price soared by 19.5% to 95p a therm, with the month-ahead contract up 15% at 108.65p a therm.

The fossil fuel firms BP, Shell and Harbour Energy all rose in value on Monday, closing up 2.9%, 2.6% and 4.9% respectively. Shares in the London and Tel Aviv-listed oil and gas group Energean plunged by almost a fifth, making it Europe’s worst-performing stock on the day, although the company said its operations had not been affected by the fighting.

Israel’s central bank stepped in to support its currency after the shekel fell to a near eight-year low against the US dollar in early trading. The Bank of Israel said it would sell up to $30bn of foreign currency in the open market to maintain stability, helping the shekel to recover slightly.

Airlines were among the biggest fallers on Monday, with a number of airlines responding to the conflict by stopping flights to Tel Aviv’s Ben Gurion airport, Israel’s main international travel hub.

They included the US carriers Delta, American Airlines and United Airlines – which have each experienced a fall in market value of about 5% in early trading on Wall Street – plus Air Canada, Lufthansa and Air France.

British Airways changed its daily flights from Heathrow to Tel Aviv so they depart in the morning instead of the afternoon. It is understood this is to avoid crew having to stay overnight. A spokesperson said a flexible booking policy had been implemented so travellers can change their travel dates if they wish.

Ryanair, Europe’s biggest carrier by customer numbers, has cancelled all flights to Israel until at least Thursday, the budget carrier Wizz Air cancelled all flights to Tel Aviv until further notice, and easyJet cancelled flights on Sunday and Monday, adding it would alter its schedule for the rest of the week.

About 16% of flights into and out of Ben Gurion on Monday were cancelled, according to the data company FlightAware.

The share price of the BA owner International Airlines Group was down 6.1%, while easyJet fell by 5.8%. The Paris-listed Air France-KLM lost 7.8% and Germany’s Lufthansa lost 4.3%.

However, defence company shares strengthened in response to the fighting. BAE Systems rose by 4.5%, making it the biggest riser on the FTSE 100. The company makes a wide range of weaponry, from tanks and fighter jets to ammunition and missiles.

The German tankmaker Rheinmetall rose by 6.5%, while the Italian defence and aerospace company Leonardo gained 4.8%.

Wall Street’s S&P 500 index of US-listed companies dipped o.2% in early trading, although defence and oil stocks rose. The US-based Northrop Grumman soared 11%, while Lockheed Martin rose 7.9%. The oil services firm Halliburton gained 6.7%, with Marathon Oil climbing 4.9%."
British Airways pilots to vote on pay offer after ‘agreement in principle’,"British Airways has reached a deal in principle for pay increases for its pilots for the next few years.

The airline announced “an agreement in principle” for the pay award from 2023-27.

Heathrow stock
A plane takes off past the control tower at Heathrow Airport (Steve Parsons/PA)
A spokesperson said: “The British Airline Pilots’ Association (Balpa) will now ballot its members on the agreement in principle.

“The pay offer builds on a number of pay and reward changes made in 2022 to support colleagues throughout the business at a time of ongoing cost-of-living pressures.”"
A Look At The Fair Value Of International Consolidated Airlines Group S.A. (LON:IAG),"Key Insights
The projected fair value for International Consolidated Airlines Group is UK£1.54 based on 2 Stage Free Cash Flow to Equity

With UK£1.51 share price, International Consolidated Airlines Group appears to be trading close to its estimated fair value

Our fair value estimate is 32% lower than International Consolidated Airlines Group's analyst price target of €2.28

Today we'll do a simple run through of a valuation method used to estimate the attractiveness of International Consolidated Airlines Group S.A. (LON:IAG) as an investment opportunity by taking the forecast future cash flows of the company and discounting them back to today's value. One way to achieve this is by employing the Discounted Cash Flow (DCF) model. There's really not all that much to it, even though it might appear quite complex.

Remember though, that there are many ways to estimate a company's value, and a DCF is just one method. If you want to learn more about discounted cash flow, the rationale behind this calculation can be read in detail in the Simply Wall St analysis model.

View our latest analysis for International Consolidated Airlines Group

The Calculation
We're using the 2-stage growth model, which simply means we take in account two stages of company's growth. In the initial period the company may have a higher growth rate and the second stage is usually assumed to have a stable growth rate. To begin with, we have to get estimates of the next ten years of cash flows. Where possible we use analyst estimates, but when these aren't available we extrapolate the previous free cash flow (FCF) from the last estimate or reported value. We assume companies with shrinking free cash flow will slow their rate of shrinkage, and that companies with growing free cash flow will see their growth rate slow, over this period. We do this to reflect that growth tends to slow more in the early years than it does in later years.

A DCF is all about the idea that a dollar in the future is less valuable than a dollar today, so we discount the value of these future cash flows to their estimated value in today's dollars:

10-year free cash flow (FCF) forecast
2024

2025

2026

2027

2028

2029

2030

2031

2032

2033

Levered FCF (€, Millions)

€506.1m

€1.19b

€1.12b

€1.08b

€1.06b

€1.05b

€1.04b

€1.05b

€1.05b

€1.06b

Growth Rate Estimate Source

Analyst x5

Analyst x5

Est @ -5.77%

Est @ -3.63%

Est @ -2.13%

Est @ -1.07%

Est @ -0.34%

Est @ 0.18%

Est @ 0.54%

Est @ 0.79%

Present Value (€, Millions) Discounted @ 12%

€451

€948

€796

€684

€597

€526

€468

€418

€374

€336

(""Est"" = FCF growth rate estimated by Simply Wall St)
Present Value of 10-year Cash Flow (PVCF) = €5.6b

After calculating the present value of future cash flows in the initial 10-year period, we need to calculate the Terminal Value, which accounts for all future cash flows beyond the first stage. For a number of reasons a very conservative growth rate is used that cannot exceed that of a country's GDP growth. In this case we have used the 5-year average of the 10-year government bond yield (1.4%) to estimate future growth. In the same way as with the 10-year 'growth' period, we discount future cash flows to today's value, using a cost of equity of 12%.

Terminal Value (TV)= FCF2033 × (1 + g) ÷ (r – g) = €1.1b× (1 + 1.4%) ÷ (12%– 1.4%) = €10.0b

Present Value of Terminal Value (PVTV)= TV / (1 + r)10= €10.0b÷ ( 1 + 12%)10= €3.2b

The total value, or equity value, is then the sum of the present value of the future cash flows, which in this case is €8.8b. In the final step we divide the equity value by the number of shares outstanding. Relative to the current share price of UK£1.5, the company appears about fair value at a 1.9% discount to where the stock price trades currently. Remember though, that this is just an approximate valuation, and like any complex formula - garbage in, garbage out.

dcf
dcf
Important Assumptions
We would point out that the most important inputs to a discounted cash flow are the discount rate and of course the actual cash flows. You don't have to agree with these inputs, I recommend redoing the calculations yourself and playing with them. The DCF also does not consider the possible cyclicality of an industry, or a company's future capital requirements, so it does not give a full picture of a company's potential performance. Given that we are looking at International Consolidated Airlines Group as potential shareholders, the cost of equity is used as the discount rate, rather than the cost of capital (or weighted average cost of capital, WACC) which accounts for debt. In this calculation we've used 12%, which is based on a levered beta of 1.826. Beta is a measure of a stock's volatility, compared to the market as a whole. We get our beta from the industry average beta of globally comparable companies, with an imposed limit between 0.8 and 2.0, which is a reasonable range for a stable business.

SWOT Analysis for International Consolidated Airlines Group
Strength

Debt is not viewed as a risk.

Weakness

No major weaknesses identified for IAG.

Opportunity

Annual earnings are forecast to grow for the next 3 years.

Good value based on P/E ratio and estimated fair value.

Threat

Annual earnings are forecast to grow slower than the British market.

Moving On:
Whilst important, the DCF calculation is only one of many factors that you need to assess for a company. DCF models are not the be-all and end-all of investment valuation. Preferably you'd apply different cases and assumptions and see how they would impact the company's valuation. If a company grows at a different rate, or if its cost of equity or risk free rate changes sharply, the output can look very different. For International Consolidated Airlines Group, we've put together three important aspects you should consider:

Financial Health: Does IAG have a healthy balance sheet? Take a look at our free balance sheet analysis with six simple checks on key factors like leverage and risk.
Future Earnings: How does IAG's growth rate compare to its peers and the wider market? Dig deeper into the analyst consensus number for the upcoming years by interacting with our free analyst growth expectation chart.
Other High Quality Alternatives: Do you like a good all-rounder? Explore our interactive list of high quality stocks to get an idea of what else is out there you may be missing!"
UK regulator to assess IAG-American Airlines partnership,"Britain's competition regulator said it planned to assess a transatlantic partnership deal between British Airways-owner IAG, American Airlines and Finnair in the context of the post-COVID recovery of the aviation market.

The Competition and Markets Authority's interest in competition on UK-U.S. airline routes stretches back to 2010.

The regulator had been due to conclude the latest phase of its investigation into the partnership during the pandemic, but decided to stick with existing measures during a period when there was little flying due to COVID travel restrictions.

It said on Thursday it would spend six months analysing and reviewing information on the partnership between the airlines, called the Atlantic Joint Business Agreement.

The current interim measures directive expires in 2026."
"IAG chief sees Portugal's TAP as great fit, optimistic about privatisation","Portugal's soon to be privatised TAP airline would fit right into IAG's profile as a developer of airlines and hubs, also strengthening its existing operations, the CEO of the British Airways owner told Reuters on Wednesday.

""We'll have to study the process (of privatisation) and carefully consider the details, but we feel optimistic and believe that TAP can become another success story within IAG,"" Luis Gallego said on the sidelines of the World Aviation Festival in Lisbon.

Portugal's government is expected to approve the legal framework for the privatisation on Thursday. It has said it intends to keep a strategic stake in the carrier.

At least two other major global players - Lufthansa and Air France-KLM - have shown an interest in TAP.

IAG also owns Iberia, Aer Lingus and Vueling.

Gallego said growth in Irish carrier Aer Lingus, which has more than doubled its long-haul capacity and added nine destinations in North America since its acquisition four years ago, could serve as a model for TAP. The acquisition also helped develop the Dublin hub.

""We can jointly develop the Lisbon hub and provide significant value to Portugal and the Portuguese people...Our networks are highly complementary with many opportunities to connect passengers from Lisbon to Latin America, North America and Africa,"" Gallego said.

TAP operates several routes to Brazil and connects Lisbon to Portuguese-speaking countries in Africa.

""Our hubs would feed into TAP's network from IAG's home bases: Dublin, London, Madrid and Barcelona,"" Gallego added.

In a nod to the Portuguese government's desire to preserve the national brand and the Lisbon hub, he said that under IAG's decentralised business model, each company maintains its cultural identity, board of directors and headquarters.

""The group provides scale, for example, for fleet negotiations and supplier procurement...it also provides access to investment,"" he said.

TAP CEO Luis Rodrigues told the same event he expected Thursday to be a ""big day"" for the company, adding: ""I think it (privatisation) is going to work fine"" as the airline expected to post positive results for the second consecutive year after swinging to a profit in 2022.

IAG's Gallego also said demand for travel was ""very, very strong"", except from the corporate sector, as it continued to recover from the impact of the COVID-19 pandemic, adding that the recovery of corporate demand in Spain was happening faster than in Britain."
"IndiGo expands codeshare network with British Airways, boosting India-UK connectivity","India's premier airline, IndiGo, announced on Friday a significant expansion of its codeshare network through a partnership with British Airways. The move is designed to strengthen connectivity between India and the UK, allowing British Airways to add more routes to the existing IndiGo network.

This strategy, known as code sharing, allows airlines to place their two-letter identification code on the flight schedules of their partners. This enables flights to be marketed by one airline while being operated by another. The new partnership with British Airways is an addition to IndiGo's already extensive list of codeshare agreements with international airlines such as Turkish Airlines, Qantas, Qatar Airways, Virgin Atlantic, KLM, American Airlines (NASDAQ:AAL), and Air France.

Abhijit Dasgupta, Senior Vice President of Network Planning and Revenue Management at IndiGo, expects this latest partnership to stimulate trade and commerce between India and the UK.

In conjunction with the announcement of this new partnership, shares of IndiGo's parent company, Interglobe Aviation Limited (NSE:INDIGO), saw a 1% increase in early trading on Friday. The stock was priced at Rs 2,407 ($1 = INR82.940) per share following the news. Over the past six months, IndiGo's stock has risen by 27%, marking the highest gain among all airlines listed on the stock exchanges.

"
British Airways and Indigo Announce Codeshare Partnership to Boost India-Uk Connectivity,"British Airways and Gurugram-based air carrier IndiGo have announced a new codeshare partnership to enhance travel connectivity between India and the United Kingdom. The agreement, announced on Thursday, will enable travelers to book their entire journey on a single ticket, simplifying the travel process. The codeshare flights are available for booking from Thursday, for travel starting from October 12, 2023, subject to government approval.

Under the agreement, British Airways will extend its reach by incorporating its flight codes onto several routes within IndiGo's network. This includes new routes such as Thiruvananthapuram to London Heathrow via Mumbai, Rajkot to London Heathrow via Mumbai, and Vadodara to London Heathrow via Mumbai. Existing routes include Amritsar to London Heathrow via New Delhi, Kochi to London Heathrow via Mumbai, Ahmedabad to London Heathrow via Mumbai, Goa to London Heathrow via Mumbai, and Kolkata to London Heathrow via Mumbai.

Abhijit Dasgupta, Senior Vice President of Network Planning and Revenue Management at IndiGo, expressed enthusiasm about the partnership. He emphasized its potential to expand travel options for British Airways customers and promote trade, tourism, and student mobility between India and the UK.

Neil Chernoff, Director of Network and Alliances at British Airways, highlighted the airline's long-standing commitment to serving India since 1924. He noted that this partnership with IndiGo will enhance convenience and flexibility for travelers.

British Airways currently operates 56 weekly flights to five Indian cities including Delhi, Mumbai, Chennai, Bangalore, and Hyderabad. Passengers traveling between Mumbai, Delhi, and Bangalore can enjoy the newly designed Club Suite (business class) cabin. Additionally, British Airways is set to unveil its first new uniform in two decades for its cabin crew, pilots, and check-in agents.

IndiGo, with its fleet of A320 aircraft, has a robust domestic and regional network in India. British Airways passengers flying on codeshare flights to India will benefit from complimentary meals and the airline's baggage allowance in economy class, which includes two checked bags weighing up to 23 kg per person. The carrier also has an order backlog of nearly 1,000 Airbus A320neo-family aircraft."
The Returns On Capital At International Consolidated Airlines Group (LON:IAG) Don't Inspire Confidence,"If you're looking for a multi-bagger, there's a few things to keep an eye out for. Firstly, we'll want to see a proven return on capital employed (ROCE) that is increasing, and secondly, an expanding base of capital employed. If you see this, it typically means it's a company with a great business model and plenty of profitable reinvestment opportunities. Having said that, from a first glance at International Consolidated Airlines Group (LON:IAG) we aren't jumping out of our chairs at how returns are trending, but let's have a deeper look.

Understanding Return On Capital Employed (ROCE)
For those that aren't sure what ROCE is, it measures the amount of pre-tax profits a company can generate from the capital employed in its business. To calculate this metric for International Consolidated Airlines Group, this is the formula:

Return on Capital Employed = Earnings Before Interest and Tax (EBIT) ÷ (Total Assets - Current Liabilities)

0.14 = €3.1b ÷ (€43b - €21b) (Based on the trailing twelve months to June 2023).

So, International Consolidated Airlines Group has an ROCE of 14%. By itself that's a normal return on capital and it's in line with the industry's average returns of 14%.

Check out our latest analysis for International Consolidated Airlines Group

roce
roce
Above you can see how the current ROCE for International Consolidated Airlines Group compares to its prior returns on capital, but there's only so much you can tell from the past. If you're interested, you can view the analysts predictions in our free report on analyst forecasts for the company.

What The Trend Of ROCE Can Tell Us
In terms of International Consolidated Airlines Group's historical ROCE movements, the trend isn't fantastic. To be more specific, ROCE has fallen from 18% over the last five years. Although, given both revenue and the amount of assets employed in the business have increased, it could suggest the company is investing in growth, and the extra capital has led to a short-term reduction in ROCE. And if the increased capital generates additional returns, the business, and thus shareholders, will benefit in the long run.

On a side note, International Consolidated Airlines Group's current liabilities are still rather high at 49% of total assets. This effectively means that suppliers (or short-term creditors) are funding a large portion of the business, so just be aware that this can introduce some elements of risk. While it's not necessarily a bad thing, it can be beneficial if this ratio is lower.

In Conclusion...
In summary, despite lower returns in the short term, we're encouraged to see that International Consolidated Airlines Group is reinvesting for growth and has higher sales as a result. However, despite the promising trends, the stock has fallen 62% over the last five years, so there might be an opportunity here for astute investors. As a result, we'd recommend researching this stock further to uncover what other fundamentals of the business can show us.

While International Consolidated Airlines Group doesn't shine too bright in this respect, it's still worth seeing if the company is trading at attractive prices. You can find that out with our FREE intrinsic value estimation on our platform.

While International Consolidated Airlines Group may not currently earn the highest returns, we've compiled a list of companies that currently earn more than 25% return on equity. Check out this free list here."
Government and British Airways face legal action by Kuwait hostages,"British Airways passengers and crew members taken hostage in Kuwait in 1990 are preparing to take legal action against the UK Government and the airline, according to a law firm.

McCue Jury and Partners said it is representing victims who want to ensure “the truth is fully disclosed” and “due compensation is paid” for allowing the flight to land.

British Airways Flight 149 touched down at Kuwait International Airport in the early hours of August 2 1990 as Iraqi armed forces were invading.

More than 300 people onboard were detained by Iraqi troops, marking the start of an ordeal lasting almost five months as they were used by Saddam Hussein as “human shields” against western attacks.

The UK Government insisted the “responsibility” for what happened “lies entirely” with the Iraqi authorities at the time, while BA said it was “not warned about the invasion”.

Documents released in November 2021 showed the Foreign Office was warned by the British ambassador in Kuwait that Iraqi forces had crossed the border an hour before the flight landed.

The information was never passed to BA, which was unable to take action to divert the flight, according to the Foreign Office files released to the National Archives.

There have been claims that a group of around 10 men who were the first to disembark when the plane landed were special forces troops, but this has always been denied by the UK Government.

But McCue Jury and Partners said “evidence exists” that the Government and BA “knew the invasion had already begun” when they allowed the plane to land because it was being used to insert a team into Kuwait “for a special military operation”.

The firm is appealing for more passengers and crew members of the flight to join the claim, which it intends to bring in the High Court in London in the coming months.

It said each of the hostages “may claim an estimated average of £170,000 each in damages”.

Matthew Jury, managing partner of McCue Jury and Partners, said: “The lives and safety of innocent civilians were sacrificed by the British Government and British Airways for the sake of an off-the-books military operation.

“Both have concealed and denied the truth for more than 30 years.

“The victims and survivors of Flight BA149 deserve justice for being treated as disposable collateral.”

Some of the hostages suffered post-traumatic stress after being subjected to abuse and witnessing atrocities.

One of the passengers taking part in the claim is Barry Manners, who was a 24-year-old businessman at the time of the flight.

He said: “We were not treated as citizens, but as expendable pawns for commercial and political gain.

“A victory over years of cover-up and bare-faced denial will help restore trust in our political and judicial process.”

A Government spokesman said: “The Government has always condemned the Iraqi invasion of Kuwait, the suffering that followed and the mistreatment of those aboard BA149.

“The responsibility for these events and the mistreatment of those passengers and crew lies entirely with the government of Iraq at the time.”

A BA spokesman said: “?Our hearts go out to all those caught up in this shocking act of war just over 30 years ago, and who had to endure a truly horrendous experience.

“UK Government records released in 2021 confirmed British Airways was not warned about the invasion.”"
